id,name,zone,gender,objective_id,sub_objective_id,training_location,days_per_week,experience_level,created_at,updated_at
1092,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-09T08:53:12.951832Z,2026-06-09T08:53:12.951832Z
1093,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-2 DIAS,consultancy,male,1,9,gym,2,advanced,2026-06-09T08:53:13.625317Z,2026-06-09T08:53:13.625317Z
1094,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-09T08:53:14.187965Z,2026-06-09T08:53:14.187965Z
1095,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-5 DIAS,consultancy,male,1,9,gym,5,advanced,2026-06-09T08:53:14.691713Z,2026-06-09T08:53:14.691713Z
1096,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS,consultancy,male,1,9,gym,2,advanced,2026-06-09T08:53:15.473103Z,2026-06-09T08:53:15.473103Z
1097,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-09T08:53:16.099490Z,2026-06-09T08:53:16.099490Z
1098,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-2 DIAS,consultancy,male,1,9,gym,2,advanced,2026-06-09T08:53:16.627531Z,2026-06-09T08:53:16.627531Z
1099,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-09T08:53:17.141214Z,2026-06-09T08:53:17.141214Z
1100,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,consultancy,male,1,9,gym,5,advanced,2026-06-09T08:53:17.666312Z,2026-06-09T08:53:17.666312Z
1101,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-09T08:53:18.373072Z,2026-06-09T08:53:18.373072Z
1102,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-09T08:53:18.928094Z,2026-06-09T08:53:18.928094Z
1103,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS,consultancy,male,1,9,gym,5,advanced,2026-06-09T08:53:19.812635Z,2026-06-09T08:53:19.812635Z
1104,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-09T08:53:45.472530Z,2026-06-09T08:53:45.472530Z
1105,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,consultancy,male,1,9,gym,5,advanced,2026-06-11T07:51:16.325306Z,2026-06-11T07:51:16.325306Z
1106,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-11T07:51:17.188257Z,2026-06-11T07:51:17.188257Z
1107,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-11T07:51:17.900939Z,2026-06-11T07:51:17.900939Z
1108,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS,consultancy,male,1,9,gym,2,advanced,2026-06-11T07:51:18.841719Z,2026-06-11T07:51:18.841719Z
1109,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-5 DIAS,consultancy,male,1,9,gym,5,advanced,2026-06-11T07:51:19.381688Z,2026-06-11T07:51:19.381688Z
1110,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS,consultancy,male,1,9,gym,2,advanced,2026-06-11T07:51:20.220180Z,2026-06-11T07:51:20.220180Z
1111,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-11T07:51:20.791772Z,2026-06-11T07:51:20.791772Z
1112,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS,consultancy,male,1,9,gym,3,advanced,2026-06-11T07:51:21.674604Z,2026-06-11T07:51:21.674604Z
1113,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-11T07:51:22.296685Z,2026-06-11T07:51:22.296685Z
1114,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-4 DIAS,consultancy,male,1,9,gym,4,advanced,2026-06-11T07:51:22.927494Z,2026-06-11T07:51:22.927494Z
1115,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-5 DÍAS,consultancy,male,1,9,gym,5,advanced,2026-06-11T07:51:23.573117Z,2026-06-11T07:51:23.573117Z
1116,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-3 DÍAS,consultancy,male,1,9,gym,3,advanced,2026-06-11T07:51:24.339048Z,2026-06-11T07:51:24.339048Z
1117,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-2 DÍAS,consultancy,male,1,9,gym,2,advanced,2026-06-11T07:51:25.002895Z,2026-06-11T07:51:25.002895Z
1118,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,gym,5,beginner,2026-06-11T07:51:25.564959Z,2026-06-11T07:51:25.564959Z
1119,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,gym,4,beginner,2026-06-11T07:51:26.252036Z,2026-06-11T07:51:26.252036Z
1120,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,gym,3,beginner,2026-06-11T07:51:26.874952Z,2026-06-11T07:51:26.874952Z
1121,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,gym,2,beginner,2026-06-11T07:51:27.440646Z,2026-06-11T07:51:27.440646Z
1122,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,gym,3,beginner,2026-06-11T07:51:27.915148Z,2026-06-11T07:51:27.915148Z
1123,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,gym,5,beginner,2026-06-11T07:51:28.705993Z,2026-06-11T07:51:28.705993Z
1124,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,gym,3,beginner,2026-06-11T07:51:29.446568Z,2026-06-11T07:51:29.446568Z
1125,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,gym,4,beginner,2026-06-11T07:51:30.292665Z,2026-06-11T07:51:30.292665Z
1126,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,gym,2,beginner,2026-06-11T07:51:31.382475Z,2026-06-11T07:51:31.382475Z
1127,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,gym,2,beginner,2026-06-11T07:51:32.014584Z,2026-06-11T07:51:32.014584Z
1128,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,gym,5,beginner,2026-06-11T07:51:32.544528Z,2026-06-11T07:51:32.544528Z
1129,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,gym,4,beginner,2026-06-11T07:51:33.649663Z,2026-06-11T07:51:33.649663Z
1130,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,gym,5,beginner,2026-06-11T07:51:34.444278Z,2026-06-11T07:51:34.444278Z
1131,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,gym,3,beginner,2026-06-11T07:51:35.199677Z,2026-06-11T07:51:35.199677Z
1132,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,gym,2,beginner,2026-06-11T07:51:35.709404Z,2026-06-11T07:51:35.709404Z
1133,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,gym,4,beginner,2026-06-11T07:51:36.191171Z,2026-06-11T07:51:36.191171Z
1134,RECOMPOSICION-PRUEBA-KATA-DIA5,consultancy,male,1,9,gym,1,beginner,2026-06-11T07:51:37.100774Z,2026-06-11T07:51:37.100774Z
1135,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:37.507363Z,2026-06-11T07:51:37.507363Z
1136,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:38.341821Z,2026-06-11T07:51:38.341821Z
1137,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:39.029535Z,2026-06-11T07:51:39.029535Z
1138,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:39.693975Z,2026-06-11T07:51:39.693975Z
1139,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-3 DIAS,consultancy,male,1,9,home_with_material,3,advanced,2026-06-11T07:51:40.302154Z,2026-06-11T07:51:40.302154Z
1140,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 5-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:40.848566Z,2026-06-11T07:51:40.848566Z
1141,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:41.371239Z,2026-06-11T07:51:41.371239Z
1142,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:41.907664Z,2026-06-11T07:51:41.907664Z
1143,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:42.564459Z,2026-06-11T07:51:42.564459Z
1144,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS,consultancy,male,1,9,home_with_material,3,advanced,2026-06-11T07:51:43.156155Z,2026-06-11T07:51:43.156155Z
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:43.783235Z,2026-06-11T07:51:43.783235Z
1146,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:44.820583Z,2026-06-11T07:51:44.820583Z
1147,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:45.984808Z,2026-06-11T07:51:45.984808Z
1148,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS,consultancy,male,1,9,home_with_material,3,advanced,2026-06-11T07:51:46.604687Z,2026-06-11T07:51:46.604687Z
1149,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:47.128131Z,2026-06-11T07:51:47.128131Z
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:47.645608Z,2026-06-11T07:51:47.645608Z
1151,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:48.574161Z,2026-06-11T07:51:48.574161Z
1152,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS,consultancy,male,1,9,home_with_material,3,advanced,2026-06-11T07:51:49.361813Z,2026-06-11T07:51:49.361813Z
1153,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:50.034706Z,2026-06-11T07:51:50.034706Z
1154,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-5 DIAS,consultancy,male,1,9,home_with_material,5,advanced,2026-06-11T07:51:50.573921Z,2026-06-11T07:51:50.573921Z
1155,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-4 DIAS,consultancy,male,1,9,home_with_material,4,advanced,2026-06-11T07:51:51.292847Z,2026-06-11T07:51:51.292847Z
1156,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-3 DIAS,consultancy,male,1,9,home_with_material,3,advanced,2026-06-11T07:51:51.894155Z,2026-06-11T07:51:51.894155Z
1157,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 9-AVANZADO-2 DIAS,consultancy,male,1,9,home_with_material,2,advanced,2026-06-11T07:51:52.463083Z,2026-06-11T07:51:52.463083Z
1158,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:51:52.931576Z,2026-06-11T07:51:52.931576Z
1159,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:51:53.686970Z,2026-06-11T07:51:53.686970Z
1160,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:51:54.343670Z,2026-06-11T07:51:54.343670Z
1161,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:51:54.875794Z,2026-06-11T07:51:54.875794Z
1162,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:51:55.339220Z,2026-06-11T07:51:55.339220Z
1163,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:51:56.044801Z,2026-06-11T07:51:56.044801Z
1164,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:51:56.679365Z,2026-06-11T07:51:56.679365Z
1165,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:51:57.246617Z,2026-06-11T07:51:57.246617Z
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:51:57.778661Z,2026-06-11T07:51:57.778661Z
1167,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:51:58.546675Z,2026-06-11T07:51:58.546675Z
1168,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:51:59.240971Z,2026-06-11T07:51:59.240971Z
1169,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:51:59.822863Z,2026-06-11T07:51:59.822863Z
1170,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:52:00.501503Z,2026-06-11T07:52:00.501503Z
1171,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:52:01.701844Z,2026-06-11T07:52:01.701844Z
1172,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:52:02.869737Z,2026-06-11T07:52:02.869737Z
1173,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:52:03.471302Z,2026-06-11T07:52:03.471302Z
1174,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:52:04.426016Z,2026-06-11T07:52:04.426016Z
1175,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:52:05.173797Z,2026-06-11T07:52:05.173797Z
1176,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:52:05.869354Z,2026-06-11T07:52:05.869354Z
1177,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 5-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:52:06.495028Z,2026-06-11T07:52:06.495028Z
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home_with_material,5,beginner,2026-06-11T07:52:07.008530Z,2026-06-11T07:52:07.008530Z
1179,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home_with_material,4,beginner,2026-06-11T07:52:07.958070Z,2026-06-11T07:52:07.958070Z
1180,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home_with_material,3,beginner,2026-06-11T07:52:08.727348Z,2026-06-11T07:52:08.727348Z
1181,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home_with_material,2,beginner,2026-06-11T07:52:09.454305Z,2026-06-11T07:52:09.454305Z
1182,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:10.122289Z,2026-06-11T07:52:10.122289Z
1183,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-11T07:52:10.863450Z,2026-06-11T07:52:10.863450Z
1184,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:11.629521Z,2026-06-11T07:52:11.629521Z
1185,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-3 DIAS,consultancy,male,1,9,home,3,advanced,2026-06-11T07:52:12.318941Z,2026-06-11T07:52:12.318941Z
1186,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-2 DIAS,consultancy,male,1,9,home,2,advanced,2026-06-11T07:52:12.933185Z,2026-06-11T07:52:12.933185Z
1187,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-11T07:52:13.548230Z,2026-06-11T07:52:13.548230Z
1188,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS,consultancy,male,1,9,home,2,advanced,2026-06-11T07:52:14.556057Z,2026-06-11T07:52:14.556057Z
1189,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:15.340596Z,2026-06-11T07:52:15.340596Z
1190,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS,consultancy,male,1,9,home,3,advanced,2026-06-11T07:52:16.118549Z,2026-06-11T07:52:16.118549Z
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-11T07:52:16.862775Z,2026-06-11T07:52:16.862775Z
1192,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:17.665918Z,2026-06-11T07:52:17.665918Z
1193,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS,consultancy,male,1,9,home,3,advanced,2026-06-11T07:52:18.399377Z,2026-06-11T07:52:18.399377Z
1194,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS,consultancy,male,1,9,home,2,advanced,2026-06-11T07:52:19.027052Z,2026-06-11T07:52:19.027052Z
1195,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-11T07:52:19.753281Z,2026-06-11T07:52:19.753281Z
1196,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:20.701604Z,2026-06-11T07:52:20.701604Z
1197,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS,consultancy,male,1,9,home,3,advanced,2026-06-11T07:52:21.513096Z,2026-06-11T07:52:21.513096Z
1198,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS,consultancy,male,1,9,home,2,advanced,2026-06-11T07:52:22.212478Z,2026-06-11T07:52:22.212478Z
1199,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-5 DIAS,consultancy,male,1,9,home,5,advanced,2026-06-11T07:52:22.706180Z,2026-06-11T07:52:22.706180Z
1200,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-4 DIAS,consultancy,male,1,9,home,4,advanced,2026-06-11T07:52:23.375560Z,2026-06-11T07:52:23.375560Z
1201,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-3 DIAS,consultancy,male,1,9,home,3,advanced,2026-06-11T07:52:24.014774Z,2026-06-11T07:52:24.014774Z
1202,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-2 DIAS,consultancy,male,1,9,home,2,advanced,2026-06-11T07:52:24.603261Z,2026-06-11T07:52:24.603261Z
1203,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home,5,beginner,2026-06-11T07:52:25.182988Z,2026-06-11T07:52:25.182988Z
1204,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home,4,beginner,2026-06-11T07:52:26.064697Z,2026-06-11T07:52:26.064697Z
1205,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home,3,beginner,2026-06-11T07:52:26.679673Z,2026-06-11T07:52:26.679673Z
1206,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-2 DIAS,consultancy,male,1,9,home,2,beginner,2026-06-11T07:52:27.221291Z,2026-06-11T07:52:27.221291Z
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,consultancy,male,1,9,home,5,beginner,2026-06-11T07:52:27.663621Z,2026-06-11T07:52:27.663621Z
1208,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,consultancy,male,1,9,home,4,beginner,2026-06-11T07:52:28.304196Z,2026-06-11T07:52:28.304196Z
1209,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS,consultancy,male,1,9,home,3,beginner,2026-06-11T07:52:28.962885Z,2026-06-11T07:52:28.962885Z
