routine_id,routine_name,day_order,day_name,superset_id,n_miembros,posicion_actual,posicion_esperada,correcta,posiciones_miembros,posiciones_sueltos
1151,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS,4,Fullbody Torso,1536,2,0,5,NO,5 6,1 2 3 4
1151,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS,4,Fullbody Torso,1537,2,1,7,NO,7 8,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,1,Pecho-Espalda,1519,2,0,5,NO,5 6,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,1,Pecho-Espalda,1520,2,1,7,NO,7 8,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,2,Hombro-Bíceps-Tríceps,1521,2,0,5,NO,5 6,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,2,Hombro-Bíceps-Tríceps,1522,2,1,7,NO,7 8,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,3,Pierna,1523,2,0,5,NO,5 6,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,3,Pierna,1524,2,1,7,NO,7 8,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,4,Fullbody Torso,1525,2,0,5,NO,5 6,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,4,Fullbody Torso,1526,2,1,7,NO,7 8,1 2 3 4
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,5,Fullbody Completo,1527,2,0,3,NO,3 4,1 2 9
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,5,Fullbody Completo,1528,2,1,5,NO,5 6,1 2 9
1150,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS,5,Fullbody Completo,1529,2,2,7,NO,7 8,1 2 9
1048,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS,1,Fullbody,1170,2,0,7,NO,7 8,1 2 3 4 5 6
1048,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS,2,Torso Completo,1171,2,0,3,NO,3 4,1 2 5 6
1048,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS,2,Torso Completo,1172,2,1,7,NO,7 8,1 2 5 6
1047,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS,1,Torso Día 1,1167,2,0,5,NO,5 6,1 2 3 4
1047,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS,2,Pierna,1168,2,0,5,NO,5 6,1 2 3 4
1047,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS,3,Torso Día 2,1169,2,0,7,NO,7 8,1 2 3 4 5 6
1046,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS,1,Torso Día 1,1163,2,0,5,NO,5 6,1 2 3 4
1046,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS,2,Pierna,1164,2,0,5,NO,5 6,1 2 3 4
1046,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS,3,Torso Día 2,1165,2,0,5,NO,5 6,1 2 3 4
1046,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS,4,Torso Día 2,1166,2,0,7,NO,7 8,1 2 3 4 5 6
1045,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,1,Torso Día 1,1158,2,0,5,NO,5 6,1 2 3 4
1045,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,2,Torso Día 2,1159,2,0,5,NO,5 6,1 2 3 4
1045,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,3,Pierna,1160,2,0,5,NO,5 6,1 2 3 4
1045,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,4,Torso Día 3,1161,2,0,5,NO,5 6,1 2 3 4
1045,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS,5,Fullbody,1162,2,0,7,NO,7 8,1 2 3 4 5 6
1169,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS,1,Fullbody,1577,2,0,6,NO,6 7,1 2 3 4 5
1169,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS,2,Torso Completo,1578,2,0,3,NO,3 4,1 2 5 6
1169,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS,2,Torso Completo,1579,2,1,7,NO,7 8,1 2 5 6
1168,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS,1,Torso Día 1,1574,2,0,5,NO,5 6,1 2 3 4
1168,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS,2,Pierna,1575,2,0,5,NO,5 6,1 2 3 4
1168,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS,3,Torso Día 2,1576,2,0,7,NO,7 8,1 2 3 4 5 6
1167,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,1,Torso Día 1,1570,2,0,5,NO,5 6,1 2 3 4
1167,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,2,Pierna,1571,2,0,5,NO,5 6,1 2 3 4
1167,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,3,Torso Día 2,1572,2,0,5,NO,5 6,1 2 3 4
1167,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS,4,Torso Día 2,1573,2,0,7,NO,7 8,1 2 3 4 5 6
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,1,Torso Día 1,1565,2,0,5,NO,5 6,1 2 3 4
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,2,Torso Día 2,1566,2,0,5,NO,5 6,1 2 3 4
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,3,Pierna,1567,2,0,5,NO,5 6,1 2 3 4
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,4,Torso Día 3,1568,2,0,5,NO,5 6,1 2 3 4
1166,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS,5,Fullbody,1569,2,0,7,NO,7 8,1 2 3 4 5 6
1143,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS,1,Fullbody,1496,2,0,7,NO,7 8,1 2 3 4 5 6
1143,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS,2,Torso Completo,1497,2,0,3,NO,3 4,1 2 5 6
1143,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS,2,Torso Completo,1498,2,1,7,NO,7 8,1 2 5 6
1144,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS,1,Torso Día 1,1499,2,0,5,NO,5 6,1 2 3 4
1144,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS,2,Pierna,1500,2,0,5,NO,5 6,1 2 3 4
1144,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS,3,Torso Día 2,1501,2,0,7,NO,7 8,1 2 3 4 5 6
1142,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,1,Torso Día 1,1492,2,0,5,NO,5 6,1 2 3 4
1142,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,2,Torso Día 2,1493,2,0,5,NO,5 6,1 2 3 4
1142,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,3,Pierna,1494,2,0,5,NO,5 6,1 2 3 4
1142,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS,4,Torso Día 3,1495,2,0,5,NO,5 6,1 2 3 4
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,1,Torso Día 1,1502,2,0,5,NO,5 6,1 2 3 4
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,2,Torso Día 2,1503,2,0,5,NO,5 6,1 2 3 4
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,3,Pierna,1504,2,0,5,NO,5 6,1 2 3 4
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,4,Torso Día 3,1505,2,0,5,NO,5 6,1 2 3 4
1145,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS,5,Fullbody,1506,2,0,7,NO,7 8,1 2 3 4 5 6
1031,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-3 DIAS,2,Pierna y Abs,1125,2,0,5,NO,5 6,1 2 3 4
1136,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS,1,Hombro y Abs,1486,2,0,5,NO,5 6,1 2 3 4
1135,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-5 DIAS,5,Brazos y Abs,1485,2,0,5,NO,5 6,1 2 3 4
1160,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS,2,Pierna y Abs,1551,2,0,5,NO,5 6,1 2 3 4
1159,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS,1,Hombro y Abs,1550,2,0,5,NO,5 6,1 2 3 4
1158,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS,5,Brazos y Abs,1549,2,0,5,NO,5 6,1 2 3 4
1139,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-3 DIAS,2,Pierna y Abs,1489,2,0,3,NO,3 4,1 2 5 6
1138,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-4 DIAS,1,Hombro y Abs,1488,2,0,5,NO,5 6,1 2 3 4
1137,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-5 DIAS,5,Brazos y Abs,1487,2,0,5,NO,5 6,1 2 3 4
1176,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DIAS,2,Pierna y Abs,1607,2,0,3,NO,3 4,1 2 5 6
1175,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DIAS,1,Hombro y Abs,1606,2,0,5,NO,5 6,1 2 3 4
1174,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DIAS,5,Brazos y Abs,1605,2,0,5,NO,5 6,1 2 3 4
1180,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-3 DIAS,2,Pierna,1617,2,0,2,NO,2 3,1 4 5 6
1180,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-3 DIAS,3,Torso Completo,1618,2,0,5,NO,5 6,1 2 3 4
1179,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,1,Pecho-Hombro-Tríceps,1613,2,0,5,NO,5 6,1 2 3 4
1179,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,2,Pierna,1614,2,0,3,NO,3 4,1 2 5 6
1179,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,3,Espalda-Bíceps-Posterior,1615,2,0,1,NO,1 2,3 4 5 6
1179,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS,4,Torso Completo,1616,2,0,5,NO,5 6,1 2 3 4
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,1,Hombro-Pecho-Tríceps,1608,2,0,5,NO,5 6,1 2 3 4
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,2,Espalda-Bíceps-Posterior,1609,2,0,5,NO,5 6,1 2 3 4
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,3,Pierna,1610,2,0,5,NO,5 6,1 2 3 4
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,4,Hombro-Pecho-Tríceps,1611,2,0,5,NO,5 6,1 2 3 4
1178,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS,5,Espalda-Bíceps-Posterior,1612,2,0,5,NO,5 6,1 2 3 4
1156,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-3 DIAS,2,Pierna ,1548,2,0,3,NO,3 4,1 2 5 6
1155,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-4 DIAS,1,Hombro y Abs,1547,2,0,5,NO,5 6,1 2 3 4
1154,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-5 DIAS,5,Brazos y Abs,1546,2,0,5,NO,5 6,1 2 3 4
1067,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS,1,Fullbody Empujes,1266,2,0,2,NO,2 3,1 4 5 6
1067,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS,2,Fullbody Tracciones,1267,2,0,2,NO,2 3,1 4 5 6
1086,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS,2,Pierna,1338,2,0,6,NO,6 7,1 2 3 4 5
1086,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS,3,Fullbody Torso,1339,2,0,5,NO,5 6,1 2 3 4
1182,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,1,Hombro-Pecho-Tríceps,1619,2,0,5,NO,5 6,1 2 3 4
1182,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,2,Espalda-Bíceps-Posterior,1620,2,0,5,NO,5 6,1 2 3 4
1182,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,3,Pierna,1621,2,0,5,NO,5 6,1 2 3 4
1182,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS,4,Fullbody Torso,1622,2,0,5,NO,5 6,1 2 3 4
1066,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS,1,Pecho-Hombro-Tríceps,1261,2,0,5,NO,5 6,1 2 3 4
1066,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS,2,Espalda-Bíceps-Posterior ,1262,2,0,5,NO,5 6,1 2 3 4
1066,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS,3,Pierna,1263,2,0,5,NO,5 6,1 2 3 4
1066,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS,4,Pecho-Hombro-Tríceps,1264,2,0,5,NO,5 6,1 2 3 4
1066,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS,5,Espalda-Bíceps-Posterior ,1265,2,0,5,NO,5 6,1 2 3 4
1210,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS,1,Fullbody Empujes,1697,2,0,2,NO,2 3,1 4 5 6
1210,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS,2,Fullbody Tracciones,1698,2,0,2,NO,2 3,1 4 5 6
1209,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS,2,Pierna,1695,2,0,6,NO,6 7,1 2 3 4 5
1209,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS,3,Fullbody Torso,1696,2,0,5,NO,5 6,1 2 3 4
1208,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,1,Hombro-Pecho-Tríceps,1691,2,0,5,NO,5 6,1 2 3 4
1208,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,2,Espalda-Bíceps-Posterior,1692,2,0,5,NO,5 6,1 2 3 4
1208,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,3,Pierna,1693,2,0,5,NO,5 6,1 2 3 4
1208,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS,4,Fullbody Torso,1694,2,0,5,NO,5 6,1 2 3 4
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,1,Pecho-Hombro-Tríceps,1686,2,0,5,NO,5 6,1 2 3 4
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,2,Espalda-Bíceps-Posterior ,1687,2,0,5,NO,5 6,1 2 3 4
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,3,Pierna,1688,2,0,5,NO,5 6,1 2 3 4
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,4,Pecho-Hombro-Tríceps,1689,2,0,5,NO,5 6,1 2 3 4
1207,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS,5,Espalda-Bíceps-Posterior ,1690,2,0,5,NO,5 6,1 2 3 4
1194,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS,1,Hombro-Pecho-Tríceps-Pierna,1652,2,0,2,NO,2 3,1 4 5 6 7
1193,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS,2,Pierna,1650,2,0,2,NO,2 3,1 4 5 6
1193,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS,3,Torso Completo,1651,2,0,5,NO,5 6,1 2 3 4
1192,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,1,Pecho-Hombro-Triceps,1646,2,0,5,NO,5 6,1 2 3 4
1192,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,2,Pierna,1647,2,0,3,NO,3 4,1 2 5 6
1192,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,3,Espalda-Posterior-Biceps,1648,2,0,3,NO,3 4,1 2 5 6
1192,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS,4,Torso Completo,1649,2,0,5,NO,5 6,1 2 3 4
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,1,Pecho-Hombro-Tríceps,1641,2,0,5,NO,5 6,1 2 3 4
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,2,Espalda-Posterior-Bíceps,1642,2,0,3,NO,3 4,1 2 5 6
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,3,Pierna,1643,2,0,3,NO,3 4,1 2 5 6
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,4,Pecho-Hombro-Tríceps,1644,2,0,5,NO,5 6,1 2 3 4
1191,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS,5,Espalda-Posterior-Bíceps,1645,2,0,5,NO,5 6,1 2 3 4
1080,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS,1,Fullbody Día 1,1307,2,0,2,NO,2 3,1 4 5 6 7
1080,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS,2,Fullbody Día 2,1308,2,0,2,NO,2 3,1 4 5 6 7
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,1,Pecho-Espalda,1301,2,0,5,NO,5 6,1 2 3 4
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,1,Pecho-Espalda,1302,2,1,7,NO,7 8,1 2 3 4
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,2,Pierna,1303,2,0,5,NO,5 6,1 2 3 4
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,2,Pierna,1304,2,1,7,NO,7 8,1 2 3 4
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,3,Hombro-Bíceps-Tríceps,1305,2,0,5,NO,5 6,1 2 3 4
1079,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS,3,Hombro-Bíceps-Tríceps,1306,2,1,7,NO,7 8,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,1,Pecho-Espalda,1293,2,0,5,NO,5 6,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,1,Pecho-Espalda,1294,2,1,7,NO,7 8,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,2,Pierna,1295,2,0,5,NO,5 6,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,2,Pierna,1296,2,1,7,NO,7 8,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,3,Hombro-Bíceps-Tríceps,1297,2,0,5,NO,5 6,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,3,Hombro-Bíceps-Tríceps,1298,2,1,7,NO,7 8,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,4,Fullbody Solo Torso,1299,2,0,5,NO,5 6,1 2 3 4
1078,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS,4,Fullbody Solo Torso,1300,2,1,7,NO,7 8,1 2 3 4
1077,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS,1,Pecho-Espalda,1282,2,0,5,NO,5 6,1 2 3 4
